id,timestamp,name,session_id,user_id,metadata,html_path,latency,total_cost,observations,updatedAt,createdAt
54d2ad01-8a97-4837-94ce-711c508f93ab,2024-06-07 14:11:20.961000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/54d2ad01-8a97-4837-94ce-711c508f93ab,14.157999992370605,0.02632,"['1a52a3c5-bebc-4b55-b4c9-fa4880d01441', '295c43a8-8cfd-4844-a027-7fe176324445', '78c1a00f-c627-484a-8ab4-4ab9403aa154', 'aca4a24c-daf9-415c-b3a4-04cd4c9a41de', 'b0afb1a8-e315-4bcd-b654-16cb83f03eb4', 'b4e517dd-23a5-47f8-b7cf-b8dd66237e56', 'c05cc649-d59f-4b20-8f7a-76e5b35ab71f', 'c82cca03-1635-4cb2-9147-c39c7c861c40']",2024-06-07T14:11:37.708Z,2024-06-07T14:11:21.309Z
02ccf604-4628-4d2f-af42-0b7fc0420c13,2024-06-07 14:10:51.721000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/02ccf604-4628-4d2f-af42-0b7fc0420c13,16.144999980926514,0.022615,"['0080ff27-e472-4a5f-bdf6-995e6923bc91', '144c2c78-8fe9-4a96-990c-133cb33f302e', '2406fd86-9445-4350-a2c5-d286c756474f', '29002029-9e91-4af2-a130-710ad4d27d7e', '7a4e03e0-ebda-4951-b783-e218225ddc5a', '8e733199-6f05-4921-93bf-3e4d94adcdf1', 'cea8b509-191a-418c-ba13-dc331a1306a9', 'e550cee4-71a6-4e19-9a12-f5ecbe5b383f']",2024-06-07T14:11:10.114Z,2024-06-07T14:10:51.839Z
8e7b05ff-c04f-466a-84e9-b00b0fb0e4c9,2024-06-07 14:09:51.649000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/8e7b05ff-c04f-466a-84e9-b00b0fb0e4c9,14.009000062942505,0.01767,"['02199fb0-d34d-4470-8738-83c194682eff', '785a2264-1fc2-4e3e-9f4e-885bdde8deb3', '7c377d29-5321-4f0d-904d-a30272625c6b', '91edd82a-b974-49f5-bf6f-3c18549e7425', 'a152b656-0d1e-4af4-87b7-08a6e310768c', 'c9908325-93fa-49ae-a8d7-fb2d23309a17', 'd0482786-1c8a-41b2-af12-35365b174b61', 'd2ad52ce-2868-4b45-b59a-febb41de347d']",2024-06-07T14:10:08.232Z,2024-06-07T14:09:51.835Z
f96320b3-8959-4ee3-aeb8-31bfb32b1ed6,2024-06-07 14:08:51.181000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/f96320b3-8959-4ee3-aeb8-31bfb32b1ed6,29.235000133514404,0.07795,"['01419cd8-76b9-48a2-8f7a-0f8c9a052952', '0c7ab804-c9c8-4ea5-8456-847c0a29430f', '10aae227-d03c-4df2-a21b-8d388351dcaf', '2cb76d96-eb36-4505-bb41-ca677c201d1c', '3c31861e-b97c-4305-b106-28743132f15c', '48f4603d-990c-4bff-8268-d3269714336e', '5b8b6f57-cd5d-4a97-97b7-478ad416eb58', '60c3dfe9-9973-4517-81c4-48fe3443c041', '617af5b2-de59-4273-9dbc-112780566a0c', '66f61ecc-4255-4290-8264-939d28a381b1', '6c1afbf0-a991-46b6-91d7-26f084233c01', '6c1b7d0d-5a3e-45e3-ad65-de22154a31ee', '6e724f55-dc12-4b0e-bf6a-b2a587694a08', '70c0bf1b-d952-41c9-bf1a-dfe8a48a9ff4', '900fc450-7451-4d46-b5dd-e95b51f69589', '994091f1-56ab-4504-8bcb-8b8683d67fa8', 'a76c8121-64be-4400-a6cd-2dcd948d88ef', 'b7ebc8ff-b6f9-4665-a13c-8da76a2245ce', 'c806bd07-5999-4d88-8b4d-0eea60432008', 'd6e06597-a802-4390-a09a-b6707bd686de', 'f69fe80d-eb14-4e1b-bb97-f5b20ed8f1d6']",2024-06-07T14:09:22.707Z,2024-06-07T14:08:51.736Z
806ebc2a-fe71-4627-9c13-8d0a68a96e9e,2024-06-07 14:08:34.838000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/806ebc2a-fe71-4627-9c13-8d0a68a96e9e,5.338000059127808,0.00695,"['0a08be70-62c1-43a3-aa09-51e371bae751', '1cd23e52-aa24-4563-add7-b6687f5e9622', '634d1873-834d-49f9-83bb-515cd35af02a', '668c20e6-936e-4644-bd07-823e74cdf497', '6de6ebad-9ada-4078-ae67-32b8abcadba5', '7175ba6e-1410-4148-b3fa-626faa4039d7', '75e0ef08-b2b9-49c0-9041-60063ab0c734', '7d951542-6185-4447-93f2-496161bf4e8d']",2024-06-07T14:08:42.591Z,2024-06-07T14:08:34.952Z
03d4829f-ce57-4417-9f55-5c97ff3e4861,2024-06-07 14:06:59.020000+00:00,CoachIA,0a3b5545-5556-4bb6-8553-3f6cd7a65a10,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/03d4829f-ce57-4417-9f55-5c97ff3e4861,5.9079999923706055,0.00491,"['08666957-d326-4d51-8aec-05762daa83dc', '2272a9e3-907d-4da5-962e-218c8b9cca81', '26a31554-1b7c-44f2-8e45-8299cd63c1c9', '4d9406c1-3e27-456c-afd9-4dc4bd8a8a2d', '903b236a-51d7-4be0-9a39-47ab335e97da', 'c46a9da1-510a-4e8a-bf2a-6112f3df0f1f', 'e7defe94-40aa-434f-99dd-77747cfdc94b', 'f7872a28-8f15-40c1-a432-84f48b9b10b0']",2024-06-07T14:07:07.304Z,2024-06-07T14:06:59.239Z
522b093b-1f3b-4cd6-98e6-66ea623e4e8c,2024-06-07 14:02:32.631000+00:00,Chat with my data,0374bcaf-b571-4adf-b978-fbd7e800cb2e,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/522b093b-1f3b-4cd6-98e6-66ea623e4e8c,18.250999927520752,0.0845285,"['0370d90c-3b35-4cb0-82f3-953f9068d217', '0739b827-285e-401e-9864-80d3c85e9391', '091f0602-51e6-4e93-bcae-fa39c5bf81eb', '0b00928b-4f84-4fba-abf4-49f3362a636c', '0bacfaf4-6f0f-4cea-af3f-501d31270f2d', '1060903c-6a38-46d9-ae8b-09f5878527ba', '1d7cd526-6bc8-47fa-b940-1af527b45451', '1e1b655a-8dc2-4828-99ab-5599e003aace', '246bb3a6-3f37-4dfb-92d4-661b10766ba2', '31a6b06d-55d6-4f7f-a69e-7a041f78af90', '32932f03-32c5-4c9b-81c0-6aa65f965e9a', '37b8eeb0-848c-4e2c-b68e-fb1e645607ac', '3c15c075-219d-4b3c-b989-0118859039cb', '405cee83-ccec-422d-8288-0b485bf911d9', '436b0b6e-2068-4788-b953-0fc0da5022f9', '43848f2d-570a-419b-b0cd-6b5fc3878962', '45c58622-e586-4cd8-8521-ef393342a279', '50f43550-8819-42e8-abba-e8bbe2f6d434', '52d4502b-5068-40c7-8164-cc30103437cf', '56aa0b9c-e091-4553-b710-6ec4937d69d5', '58bf134d-1853-4def-be88-d48d6be6eea5', '5bd1fae5-fcfd-4c52-bd99-e38c582553b4', '631a0153-3fc2-42e8-9866-efee29063aa4', '6790cc6f-1b8f-4727-8583-5e57931d4201', '6cf1d571-ff68-46c3-95ac-84baa4c10827', '7113a342-f391-41fa-bf82-c9cd05950472', '72c1c1e7-7407-4adb-810c-d264a1c1cc74', '75d84440-2d0b-4e2f-9c45-c324dc9a9bcf', '877aa0d6-643c-4f17-9824-25c32ae9e5b3', '91d2df1d-b71c-4e55-953e-1ca70a442b26', '924da39c-e695-4815-85c6-0dd63286b15f', '945b2202-dfa0-4e32-a178-69c74df5e67d', '963e90da-8199-4e72-8bf0-1f82d1cba1c3', '99328f7c-c0a6-477a-8cd9-0139a53aa607', '9d0f63e6-d70d-4466-a339-e666f059db9c', 'a8316b9c-fcd5-49a4-9f27-4e7c460b7b37', 'b076ff9b-7627-4ede-b1aa-98ff1b69bc47', 'b182b066-90c4-4504-94b3-4390b7de47da', 'b4e59570-74a6-4321-a43f-20ab78e315df', 'bab1a1dc-ef0e-462a-8064-ea3155b77bf3', 'c92b66cf-5ca4-43d1-90f7-8f6e60760eec', 'd49b2672-3fe3-4ee6-866d-4b9c25114be5', 'd7dc975e-578d-48d5-bbad-38e68739c61f', 'de0f1ef2-d8c5-4cab-9be8-4a705f9fa6e9', 'ded6d2cb-d9d4-4a48-ab16-7b413c2edeb0', 'f838bf3f-2864-4c18-9a93-3eeba694afc5']",2024-06-07T14:02:53.248Z,2024-06-07T14:02:32.912Z
fb642f09-5af8-401a-ab1c-10e4a3231327,2024-06-07 14:00:58.901000+00:00,Chat with my data,0374bcaf-b571-4adf-b978-fbd7e800cb2e,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/fb642f09-5af8-401a-ab1c-10e4a3231327,30.062999963760376,0.058857,"['04da868a-24ac-4404-9ec9-1103b2740bb2', '0c4b4994-73e6-4228-87c3-3786d84ef938', '0f760262-ec10-491d-b506-1ad55bca0938', '1e637c56-2f51-4e2c-856b-9bcb34e9cbaf', '269f5182-a266-47d2-89c3-e53efa13075f', '2c4a2a93-526a-429c-af30-428c7e0d3c05', '379d0967-a29c-4937-bfcd-979916b64b5c', '3876bf08-bdec-45a5-b48f-41123fee3d15', '3e8ed3a5-ee07-4921-8ace-d2e6e702843c', '410ab9d9-9e32-4d46-8608-5c5994956115', '4b21e947-53fe-4e0e-8bad-3c93db63be62', '54684c8b-5625-464e-9ecb-f2f3e2e450e1', '5692b58c-90a2-4bad-a7c0-5f8949600cff', '5e5ba69d-16ac-4b4a-a3aa-5330fe5a8995', '63529220-2b81-4d5c-abf6-a6624b3092e5', '76f9401c-fea5-4f31-be0f-5391a5a25bb7', '79a2a60d-bb67-422b-83c5-37a3d5d4d643', '8d42fdfd-1ef2-46f2-bdf3-52516e6181f7', '94d9a852-a350-4d20-8bcc-0f89a96f57fe', '97237e09-cd2f-4357-9aa5-34eda7bdcb4e', '9a0e7c4f-1f0f-45a1-9bb6-41ea1cad8373', 'a765740a-3750-4bed-ae68-f4e3c1836a1b', 'acd1081d-e149-4509-aaf0-bb4a8408c6b7', 'ae09d717-75d2-4a63-9285-018533910b7d', 'b8625a07-1ced-4759-b422-e1d3d6f12376', 'c7b601a8-3395-494d-aa89-c450e7cdde87', 'ca15fc6b-81f1-4c48-9a60-8a21e1af827f', 'd706e8e7-c83d-4799-afd6-f025069e6444', 'da2bd7a5-d97e-4873-a210-599fe098da54', 'dac79752-99be-43ce-8ba1-7bec9086f385', 'e0cf1b75-745d-4472-9783-372b56ca5055', 'e8a4ad10-84ce-4fbb-98c5-2067a70e1953', 'fdbb7336-199c-4591-b90a-eac5543e5321']",2024-06-07T14:01:31.217Z,2024-06-07T14:00:59.117Z
19b9425b-cd11-48d0-87e6-0399255c7b56,2024-06-07 14:00:09.343000+00:00,Chat with my data,0374bcaf-b571-4adf-b978-fbd7e800cb2e,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/19b9425b-cd11-48d0-87e6-0399255c7b56,22.08300018310547,0.060543,"['0335f841-1b45-42fd-b0b0-d80a2f6bfb2f', '06120b29-195c-4fdd-926b-61b31102c14a', '15309d26-185e-4192-b445-a77850f2dbcb', '15bf9033-fe9c-4ade-b303-7aefcec6ef39', '2b678468-5c51-4f58-b97d-6b256848168a', '2c02c9c8-565d-4876-be13-698d003df73d', '2fdb70cb-3e21-42b4-9027-b358a793ddb0', '32fd6689-4898-44c4-91f6-3741a69b7db5', '42447752-04fc-4ac6-b0cd-c239e6779e7c', '48205947-0ac5-4c23-97e1-b58fe99d1692', '4bb62987-4fac-43f2-962a-0625d485167b', '6fb63b7c-535a-487e-8242-a47959feb5eb', '7097c1e7-14b0-48f7-95fc-bd34896ad0dd', '7681511d-544d-4e93-85c8-1812f9b54111', '774bb2ef-6d88-4f04-a7ae-1332ac21b186', '77a7b6de-e722-47a2-9d3c-811ab337f534', '79bcf1e7-5995-4a8a-af31-8cc6fa940057', '7d3690c0-cb79-4fa2-b741-0da5ea60f6c9', '86c3596a-e754-43fb-aa91-c80d8fcfb2cb', '88aafd15-6f30-448d-9d28-72d848c80fe6', '8c6a3f62-75aa-43d8-a2f7-936913088422', '92f2d8cb-64fb-4d72-8e5e-ac5a2ad94af4', '9c1a9789-a92f-4dd7-afbb-7802809742c1', '9d067655-6370-4ca9-8447-74601d4854b2', 'a35ee129-7e10-4f61-8d09-3c0374a3abb8', 'acb4b453-4ab4-44ca-bfe3-7824d45fe263', 'd55a3c6d-4f8a-4ed6-b5b9-d6294ae4c64e', 'dc7d1280-d03c-4c0f-8bd5-cb21c262cf5a', 'dcb9330c-ce3c-4054-afa7-9dfe16c71ad4', 'e42fd554-8c35-461b-bb94-53fa6e4c36dd', 'eb362738-8bb3-47d6-b448-9cb06e852198', 'ebd72828-4d8d-469b-8dc4-8fc0bf0f3d05', 'ff95fa10-1bd3-4e07-a360-7794791c7d9e']",2024-06-07T14:00:33.978Z,2024-06-07T14:00:09.651Z
3b3889fe-bee2-42a7-951c-592fc630f234,2024-06-07 13:58:35.863000+00:00,Chat with my data,0374bcaf-b571-4adf-b978-fbd7e800cb2e,0f3f0760-1446-11ef-be9a-0242c0a81005,,/project/clw4rspmz0001123ymqpuz0iv/traces/3b3889fe-bee2-42a7-951c-592fc630f234,26.432999849319458,0.022369,"['0a7e896f-5d80-436d-a764-d9051883e70d', '0c8f3398-9177-4e96-9a75-ac60f5061761', '0e30f857-2c4c-43c2-bfe6-4c9d7a8bd5a6', '1dfbdf3f-1a9a-444e-a242-989740b49cbe', '2b9e5a94-5acd-499a-bcb1-6cfcf851e50f', '2f23219d-8565-408b-b4e6-61125a0cabef', '40a2e4e6-0b86-4986-ae9b-e38202447754', '4c6bd89e-6a71-4abe-b021-6e116b644c0d', '5dae801e-8749-4bac-8dde-8a4c28e749b1', '5e8894a2-f3ca-46e3-90de-d667e9e75c35', '6479d150-0a6c-4415-abb8-a727a6d98511', '683aebe2-87f7-441e-864d-91cd4ef89b1d', '68d8fe53-3dd5-42b4-bd25-ee91c6551535', '6e9d7299-92a3-42e2-85de-36e3eb5e294c', '75874f83-726c-47b3-9a02-8be3cf463e94', '7cca3de7-1b2d-4d3c-9f35-fbe01233cfe6', 'a2cb3fca-94ed-4c8f-8556-04a63dea199e', 'ae65a449-0c89-42da-ac10-81b27cebc7a3', 'babf9cc8-daec-46dd-a346-7caf19c93753', 'bbab3c5d-def4-401d-a878-d2de4de1b8d5', 'bc8da9b5-c547-4343-bba5-faa24e6f4b24', 'bfeffa9b-d595-481e-b2df-c5f8fdd5a578', 'c0c58f61-3d99-43d6-94eb-9794fc682210', 'c71bc585-8ba1-48cd-b349-77418b3e7513', 'c9fcec9e-7eda-4191-821a-f2e8da51e623', 'cdf35afe-831c-45f3-aff7-5f30ae8534f3', 'd41001ac-4976-4a7e-8c3b-f6e784c2e201', 'd4504297-5de2-4fe0-805e-dd9157996109', 'defdd6c9-c56b-4de9-a421-4e53c3178ea1', 'e02178f1-376f-4149-9e9a-47330a32a62e', 'e463b7a1-d3fd-4ab3-b4e3-ac9eb2c9bca7', 'ea88f2c7-b9a8-4c1e-9b15-e16b1e1b27fb', 'f72ba9ea-9bcf-4d29-8b0f-ccdb0a14d0ad']",2024-06-07T13:59:04.818Z,2024-06-07T13:58:36.145Z
